date,count,mean,std,min,5%,50%,95%,max,approx_up,approx_down,"R (combined, estimate)"
2022-03-13,28.0,0.8422714285714286,0.04354249928809746,0.791487,0.7945356,0.827211,0.9182925,0.951979,0.9182925,0.7945356,0.827211
2022-03-14,28.0,0.8416412142857143,0.03503787643695948,0.783444,0.7974295,0.8350895,0.90157005,0.924223,0.90157005,0.7974295,0.8350895
2022-03-15,28.0,0.8409692857142858,0.027886511742679528,0.78648,0.8018597000000001,0.8359935000000001,0.8914881499999999,0.903956,0.8914881499999999,0.8018597000000001,0.8359935000000001
2022-03-16,28.0,0.839235607142857,0.02322591018722693,0.79314,0.80776445,0.836975,0.87687195,0.900812,0.87687195,0.80776445,0.836975
2022-03-17,28.0,0.8352203928571429,0.02065161160304227,0.791547,0.80624165,0.831349,0.8700962999999999,0.878743,0.8700962999999999,0.80624165,0.831349
2022-03-18,28.0,0.8285065714285716,0.018060361178104882,0.781853,0.802293,0.8269985,0.8555593499999999,0.859152,0.8555593499999999,0.802293,0.8269985
2022-03-19,28.0,0.8194247142857144,0.016271091474366305,0.773772,0.7932108,0.8219179999999999,0.8418147,0.843157,0.8418147,0.7932108,0.8219179999999999
2022-03-20,28.0,0.80814275,0.01723042448183081,0.764975,0.7852294,0.8042965,0.83304465,0.843684,0.83304465,0.7852294,0.8042965
2022-03-21,28.0,0.795280392857143,0.02191140136556561,0.755355,0.7628132,0.792096,0.83164665,0.858392,0.83164665,0.7628132,0.792096
2022-03-22,28.0,0.7800151071428572,0.02632240150354867,0.717767,0.7469283,0.7759879999999999,0.82963175,0.843021,0.82963175,0.7469283,0.7759879999999999
